neg,neu,pos,compound,date
0.102,0.77,0.128,0.9562,2020-03-31T16:38:56+0000
0.115,0.814,0.071,-0.9883,2020-03-31T17:18:46+0000
0.184,0.625,0.192,0.1779,2020-03-31T18:30:15+0000
0.098,0.726,0.176,0.9977,2020-03-31T19:01:17+0000
0.102,0.719,0.179,0.9565,2020-03-31T19:31:55+0000
0.028,0.801,0.171,0.9991,2020-03-31T19:55:52+0000
0.107,0.754,0.139,0.9824,2020-03-31T20:10:32+0000
0.144,0.716,0.14,-0.9134,2020-03-31T21:11:35+0000
0.182,0.718,0.1,-0.9973,2020-03-31T21:37:46+0000
0.084,0.774,0.141,0.9217,2020-03-31T21:44:36+0000
0.124,0.773,0.103,-0.7054,2020-03-31T21:49:26+0000
0.022,0.863,0.115,0.9648,2020-03-31T22:17:37+0000
0.072,0.835,0.093,0.9807,2020-03-31T22:42:01+0000
0.182,0.681,0.136,-0.9931,2020-03-31T22:59:15+0000
